round,snapshot_version,phase,input_atom,atom,category,sti,lti,in_af,af_rank,directly_stimulated,entered_via_diffusion,bank_sti,bank_lti,total_atom_sti,total_atom_lti,total_sti_plus_bank,total_lti_plus_bank
0,0,initial,,abamectin,bridge,1,1,0,,0,0,100000,100000,41.00000000000004,41.00000000000004,100041,100041
0,0,initial,,acetamiprid,bridge,1,1,0,,0,0,100000,100000,41.00000000000004,41.00000000000004,100041,100041
0,0,initial,,aconite,poison,1,1,1,7,0,0,100000,100000,41.00000000000004,41.00000000000004,100041,100041
0,0,initial,,aflatoxin,poison,1,1,0,,0,0,100000,100000,41.00000000000004,41.00000000000004,100041,100041
0,0,initial,,alachlor,bridge,1,1,0,,0,0,100000,100000,41.00000000000004,41.00000000000004,100041,100041
0,0,initial,,alcohol,poison,1,1,1,8,0,0,100000,100000,41.00000000000004,41.00000000000004,100041,100041
0,0,initial,,aldicarb,bridge,1,1,0,,0,0,100000,100000,41.00000000000004,41.00000000000004,100041,100041
0,0,initial,,aldrin,bridge,1,1,1,3,0,0,100000,100000,41.00000000000004,41.00000000000004,100041,100041
0,0,initial,,ammonia,poison,1,1,1,9,0,0,100000,100000,41.00000000000004,41.00000000000004,100041,100041
0,0,initial,,ant,insect,1,1,1,1,0,0,100000,100000,41.00000000000004,41.00000000000004,100041,100041
0,0,initial,,aphid,insect,1,1,1,2,0,0,100000,100000,41.00000000000004,41.00000000000004,100041,100041
0,0,initial,,aphid-fluvalinate,insect,1,1,0,,0,0,100000,100000,41.00000000000004,41.00000000000004,100041,100041
0,0,initial,,armyworm-bendiocarb,insect,1,1,0,,0,0,100000,100000,41.00000000000004,41.00000000000004,100041,100041
0,0,initial,,armyworm-ethion,insect,1,1,0,,0,0,100000,100000,41.00000000000004,41.00000000000004,100041,100041
0,0,initial,,armyworm-fosmethilan,insect,1,1,0,,0,0,100000,100000,41.00000000000004,41.00000000000004,100041,100041
0,0,initial,,arsenic,poison,1,1,1,10,0,0,100000,100000,41.00000000000004,41.00000000000004,100041,100041
0,0,initial,,aspirin,poison,1,1,1,11,0,0,100000,100000,41.00000000000004,41.00000000000004,100041,100041
0,0,initial,,azoxystrobin,poison,1,1,0,,0,0,100000,100000,41.00000000000004,41.00000000000004,100041,100041
0,0,initial,,beanpodborer,insect,1,1,0,,0,0,100000,100000,41.00000000000004,41.00000000000004,100041,100041
0,0,initial,,beetwebworm,insect,1,1,0,,0,0,100000,100000,41.00000000000004,41.00000000000004,100041,100041
0,0,initial,,benazolin,bridge,1,1,0,,0,0,100000,100000,41.00000000000004,41.00000000000004,100041,100041
0,0,initial,,bendiocarb,bridge,1,1,0,,0,0,100000,100000,41.00000000000004,41.00000000000004,100041,100041
0,0,initial,,botulinum,poison,1,1,0,,0,0,100000,100000,41.00000000000004,41.00000000000004,100041,100041
0,0,initial,,diazinon,bridge,1,1,0,,0,0,100000,100000,41.00000000000004,41.00000000000004,100041,100041
0,0,initial,,dichloropropene,bridge,1,1,0,,0,0,100000,100000,41.00000000000004,41.00000000000004,100041,100041
0,0,initial,,dicofol,bridge,1,1,1,12,0,0,100000,100000,41.00000000000004,41.00000000000004,100041,100041
0,0,initial,,dinoseb,bridge,1,1,0,,0,0,100000,100000,41.00000000000004,41.00000000000004,100041,100041
0,0,initial,,ethiofencarb,bridge,1,1,0,,0,0,100000,100000,41.00000000000004,41.00000000000004,100041,100041
0,0,initial,,ethion,bridge,1,1,1,4,0,0,100000,100000,41.00000000000004,41.00000000000004,100041,100041
0,0,initial,,fenson,bridge,1,1,1,5,0,0,100000,100000,41.00000000000004,41.00000000000004,100041,100041
0,0,initial,,fluvalinate,bridge,1,1,0,,0,0,100000,100000,41.00000000000004,41.00000000000004,100041,100041
0,0,initial,,fosmethilan,bridge,1,1,0,,0,0,100000,100000,41.00000000000004,41.00000000000004,100041,100041
0,0,initial,,hydramethylnon,bridge,1,1,0,,0,0,100000,100000,41.00000000000004,41.00000000000004,100041,100041
0,0,initial,,lindane,bridge,1,1,0,,0,0,100000,100000,41.00000000000004,41.00000000000004,100041,100041
0,0,initial,,methidathion,bridge,1,1,0,,0,0,100000,100000,41.00000000000004,41.00000000000004,100041,100041
0,0,initial,,noise-001,noise,0.1,0.1,0,,0,0,100000,100000,41.00000000000004,41.00000000000004,100041,100041
0,0,initial,,noise-002,noise,0.1,0.1,0,,0,0,100000,100000,41.00000000000004,41.00000000000004,100041,100041
0,0,initial,,noise-003,noise,0.1,0.1,0,,0,0,100000,100000,41.00000000000004,41.00000000000004,100041,100041
0,0,initial,,noise-004,noise,0.1,0.1,0,,0,0,100000,100000,41.00000000000004,41.00000000000004,100041,100041
0,0,initial,,noise-005,noise,0.1,0.1,0,,0,0,100000,100000,41.00000000000004,41.00000000000004,100041,100041
0,0,initial,,noise-006,noise,0.1,0.1,0,,0,0,100000,100000,41.00000000000004,41.00000000000004,100041,100041
0,0,initial,,noise-007,noise,0.1,0.1,0,,0,0,100000,100000,41.00000000000004,41.00000000000004,100041,100041
0,0,initial,,noise-008,noise,0.1,0.1,0,,0,0,100000,100000,41.00000000000004,41.00000000000004,100041,100041
0,0,initial,,noise-009,noise,0.1,0.1,0,,0,0,100000,100000,41.00000000000004,41.00000000000004,100041,100041
0,0,initial,,noise-010,noise,0.1,0.1,0,,0,0,100000,100000,41.00000000000004,41.00000000000004,100041,100041
0,0,initial,,noise-011,noise,0.1,0.1,0,,0,0,100000,100000,41.00000000000004,41.00000000000004,100041,100041
0,0,initial,,noise-012,noise,0.1,0.1,0,,0,0,100000,100000,41.00000000000004,41.00000000000004,100041,100041
0,0,initial,,noise-013,noise,0.1,0.1,0,,0,0,100000,100000,41.00000000000004,41.00000000000004,100041,100041
0,0,initial,,noise-014,noise,0.1,0.1,0,,0,0,100000,100000,41.00000000000004,41.00000000000004,100041,100041
0,0,initial,,noise-015,noise,0.1,0.1,0,,0,0,100000,100000,41.00000000000004,41.00000000000004,100041,100041
0,0,initial,,noise-016,noise,0.1,0.1,0,,0,0,100000,100000,41.00000000000004,41.00000000000004,100041,100041
0,0,initial,,noise-017,noise,0.1,0.1,0,,0,0,100000,100000,41.00000000000004,41.00000000000004,100041,100041
0,0,initial,,noise-018,noise,0.1,0.1,0,,0,0,100000,100000,41.00000000000004,41.00000000000004,100041,100041
0,0,initial,,noise-019,noise,0.1,0.1,0,,0,0,100000,100000,41.00000000000004,41.00000000000004,100041,100041
0,0,initial,,noise-020,noise,0.1,0.1,0,,0,0,100000,100000,41.00000000000004,41.00000000000004,100041,100041
0,0,initial,,noise-021,noise,0.1,0.1,0,,0,0,100000,100000,41.00000000000004,41.00000000000004,100041,100041
0,0,initial,,noise-022,noise,0.1,0.1,0,,0,0,100000,100000,41.00000000000004,41.00000000000004,100041,100041
0,0,initial,,noise-023,noise,0.1,0.1,0,,0,0,100000,100000,41.00000000000004,41.00000000000004,100041,100041
0,0,initial,,noise-024,noise,0.1,0.1,0,,0,0,100000,100000,41.00000000000004,41.00000000000004,100041,100041
0,0,initial,,noise-025,noise,0.1,0.1,0,,0,0,100000,100000,41.00000000000004,41.00000000000004,100041,100041
0,0,initial,,noise-026,noise,0.1,0.1,0,,0,0,100000,100000,41.00000000000004,41.00000000000004,100041,100041
0,0,initial,,noise-027,noise,0.1,0.1,0,,0,0,100000,100000,41.00000000000004,41.00000000000004,100041,100041
0,0,initial,,noise-028,noise,0.1,0.1,0,,0,0,100000,100000,41.00000000000004,41.00000000000004,100041,100041
0,0,initial,,noise-029,noise,0.1,0.1,0,,0,0,100000,100000,41.00000000000004,41.00000000000004,100041,100041
0,0,initial,,noise-030,noise,0.1,0.1,0,,0,0,100000,100000,41.00000000000004,41.00000000000004,100041,100041
0,0,initial,,spider,insect,1,1,1,6,0,0,100000,100000,41.00000000000004,41.00000000000004,100041,100041
0,0,initial,,spider-hydramethylnon,insect,1,1,0,,0,0,100000,100000,41.00000000000004,41.00000000000004,100041,100041
0,0,initial,,trichlorophenol,bridge,1,1,0,,0,0,100000,100000,41.00000000000004,41.00000000000004,100041,100041
1,5,insect,spider,abamectin,bridge,77.38,1,1,2,0,1,99800,99800,240.99999999999983,241.00000000000006,100041,100041
1,5,insect,spider,acetamiprid,bridge,1,1,0,,0,0,99800,99800,240.99999999999983,241.00000000000006,100041,100041
1,5,insect,spider,aconite,poison,1,1,1,8,0,0,99800,99800,240.99999999999983,241.00000000000006,100041,100041
1,5,insect,spider,aflatoxin,poison,1,1,0,,0,0,99800,99800,240.99999999999983,241.00000000000006,100041,100041
1,5,insect,spider,alachlor,bridge,1,1,0,,0,0,99800,99800,240.99999999999983,241.00000000000006,100041,100041
1,5,insect,spider,alcohol,poison,1,1,1,9,0,0,99800,99800,240.99999999999983,241.00000000000006,100041,100041
1,5,insect,spider,aldicarb,bridge,1,1,0,,0,0,99800,99800,240.99999999999983,241.00000000000006,100041,100041
1,5,insect,spider,aldrin,bridge,1,1,1,5,0,0,99800,99800,240.99999999999983,241.00000000000006,100041,100041
1,5,insect,spider,ammonia,poison,1,1,1,10,0,0,99800,99800,240.99999999999983,241.00000000000006,100041,100041
1,5,insect,spider,ant,insect,1,1,1,3,0,0,99800,99800,240.99999999999983,241.00000000000006,100041,100041
1,5,insect,spider,aphid,insect,1,1,1,4,0,0,99800,99800,240.99999999999983,241.00000000000006,100041,100041
1,5,insect,spider,aphid-fluvalinate,insect,1,1,0,,0,0,99800,99800,240.99999999999983,241.00000000000006,100041,100041
1,5,insect,spider,armyworm-bendiocarb,insect,1,1,0,,0,0,99800,99800,240.99999999999983,241.00000000000006,100041,100041
1,5,insect,spider,armyworm-ethion,insect,1,1,0,,0,0,99800,99800,240.99999999999983,241.00000000000006,100041,100041
1,5,insect,spider,armyworm-fosmethilan,insect,1,1,0,,0,0,99800,99800,240.99999999999983,241.00000000000006,100041,100041
1,5,insect,spider,arsenic,poison,1,1,1,11,0,0,99800,99800,240.99999999999983,241.00000000000006,100041,100041
1,5,insect,spider,aspirin,poison,1,1,1,12,0,0,99800,99800,240.99999999999983,241.00000000000006,100041,100041
1,5,insect,spider,azoxystrobin,poison,1,1,0,,0,0,99800,99800,240.99999999999983,241.00000000000006,100041,100041
1,5,insect,spider,beanpodborer,insect,1,1,0,,0,0,99800,99800,240.99999999999983,241.00000000000006,100041,100041
1,5,insect,spider,beetwebworm,insect,1,1,0,,0,0,99800,99800,240.99999999999983,241.00000000000006,100041,100041
1,5,insect,spider,benazolin,bridge,1,1,0,,0,0,99800,99800,240.99999999999983,241.00000000000006,100041,100041
1,5,insect,spider,bendiocarb,bridge,1,1,0,,0,0,99800,99800,240.99999999999983,241.00000000000006,100041,100041
1,5,insect,spider,botulinum,poison,1,1,0,,0,0,99800,99800,240.99999999999983,241.00000000000006,100041,100041
1,5,insect,spider,diazinon,bridge,1,1,0,,0,0,99800,99800,240.99999999999983,241.00000000000006,100041,100041
1,5,insect,spider,dichloropropene,bridge,1,1,0,,0,0,99800,99800,240.99999999999983,241.00000000000006,100041,100041
1,5,insect,spider,dicofol,bridge,1,1,0,,0,0,99800,99800,240.99999999999983,241.00000000000006,100041,100041
1,5,insect,spider,dinoseb,bridge,1,1,0,,0,0,99800,99800,240.99999999999983,241.00000000000006,100041,100041
1,5,insect,spider,ethiofencarb,bridge,1,1,0,,0,0,99800,99800,240.99999999999983,241.00000000000006,100041,100041
1,5,insect,spider,ethion,bridge,1,1,1,6,0,0,99800,99800,240.99999999999983,241.00000000000006,100041,100041
1,5,insect,spider,fenson,bridge,1,1,1,7,0,0,99800,99800,240.99999999999983,241.00000000000006,100041,100041
1,5,insect,spider,fluvalinate,bridge,1,1,0,,0,0,99800,99800,240.99999999999983,241.00000000000006,100041,100041
1,5,insect,spider,fosmethilan,bridge,1,1,0,,0,0,99800,99800,240.99999999999983,241.00000000000006,100041,100041
1,5,insect,spider,hydramethylnon,bridge,1,1,0,,0,0,99800,99800,240.99999999999983,241.00000000000006,100041,100041
1,5,insect,spider,lindane,bridge,1,1,0,,0,0,99800,99800,240.99999999999983,241.00000000000006,100041,100041
1,5,insect,spider,methidathion,bridge,1,1,0,,0,0,99800,99800,240.99999999999983,241.00000000000006,100041,100041
1,5,insect,spider,noise-001,noise,0.1,0.1,0,,0,0,99800,99800,240.99999999999983,241.00000000000006,100041,100041
1,5,insect,spider,noise-002,noise,0.1,0.1,0,,0,0,99800,99800,240.99999999999983,241.00000000000006,100041,100041
1,5,insect,spider,noise-003,noise,0.1,0.1,0,,0,0,99800,99800,240.99999999999983,241.00000000000006,100041,100041
1,5,insect,spider,noise-004,noise,0.1,0.1,0,,0,0,99800,99800,240.99999999999983,241.00000000000006,100041,100041
1,5,insect,spider,noise-005,noise,0.1,0.1,0,,0,0,99800,99800,240.99999999999983,241.00000000000006,100041,100041
1,5,insect,spider,noise-006,noise,0.1,0.1,0,,0,0,99800,99800,240.99999999999983,241.00000000000006,100041,100041
1,5,insect,spider,noise-007,noise,0.1,0.1,0,,0,0,99800,99800,240.99999999999983,241.00000000000006,100041,100041
1,5,insect,spider,noise-008,noise,0.1,0.1,0,,0,0,99800,99800,240.99999999999983,241.00000000000006,100041,100041
1,5,insect,spider,noise-009,noise,0.1,0.1,0,,0,0,99800,99800,240.99999999999983,241.00000000000006,100041,100041
1,5,insect,spider,noise-010,noise,0.1,0.1,0,,0,0,99800,99800,240.99999999999983,241.00000000000006,100041,100041
1,5,insect,spider,noise-011,noise,0.1,0.1,0,,0,0,99800,99800,240.99999999999983,241.00000000000006,100041,100041
1,5,insect,spider,noise-012,noise,0.1,0.1,0,,0,0,99800,99800,240.99999999999983,241.00000000000006,100041,100041
1,5,insect,spider,noise-013,noise,0.1,0.1,0,,0,0,99800,99800,240.99999999999983,241.00000000000006,100041,100041
1,5,insect,spider,noise-014,noise,0.1,0.1,0,,0,0,99800,99800,240.99999999999983,241.00000000000006,100041,100041
1,5,insect,spider,noise-015,noise,0.1,0.1,0,,0,0,99800,99800,240.99999999999983,241.00000000000006,100041,100041
1,5,insect,spider,noise-016,noise,0.1,0.1,0,,0,0,99800,99800,240.99999999999983,241.00000000000006,100041,100041
1,5,insect,spider,noise-017,noise,0.1,0.1,0,,0,0,99800,99800,240.99999999999983,241.00000000000006,100041,100041
1,5,insect,spider,noise-018,noise,0.1,0.1,0,,0,0,99800,99800,240.99999999999983,241.00000000000006,100041,100041
1,5,insect,spider,noise-019,noise,0.1,0.1,0,,0,0,99800,99800,240.99999999999983,241.00000000000006,100041,100041
1,5,insect,spider,noise-020,noise,0.1,0.1,0,,0,0,99800,99800,240.99999999999983,241.00000000000006,100041,100041
1,5,insect,spider,noise-021,noise,0.1,0.1,0,,0,0,99800,99800,240.99999999999983,241.00000000000006,100041,100041
1,5,insect,spider,noise-022,noise,0.1,0.1,0,,0,0,99800,99800,240.99999999999983,241.00000000000006,100041,100041
1,5,insect,spider,noise-023,noise,0.1,0.1,0,,0,0,99800,99800,240.99999999999983,241.00000000000006,100041,100041
1,5,insect,spider,noise-024,noise,0.1,0.1,0,,0,0,99800,99800,240.99999999999983,241.00000000000006,100041,100041
1,5,insect,spider,noise-025,noise,0.1,0.1,0,,0,0,99800,99800,240.99999999999983,241.00000000000006,100041,100041
1,5,insect,spider,noise-026,noise,0.1,0.1,0,,0,0,99800,99800,240.99999999999983,241.00000000000006,100041,100041
1,5,insect,spider,noise-027,noise,0.1,0.1,0,,0,0,99800,99800,240.99999999999983,241.00000000000006,100041,100041
1,5,insect,spider,noise-028,noise,0.1,0.1,0,,0,0,99800,99800,240.99999999999983,241.00000000000006,100041,100041
1,5,insect,spider,noise-029,noise,0.1,0.1,0,,0,0,99800,99800,240.99999999999983,241.00000000000006,100041,100041
1,5,insect,spider,noise-030,noise,0.1,0.1,0,,0,0,99800,99800,240.99999999999983,241.00000000000006,100041,100041
1,5,insect,spider,spider,insect,124.62,201,1,1,1,0,99800,99800,240.99999999999983,241.00000000000006,100041,100041
1,5,insect,spider,spider-hydramethylnon,insect,1,1,0,,0,0,99800,99800,240.99999999999983,241.00000000000006,100041,100041
1,5,insect,spider,trichlorophenol,bridge,1,1,0,,0,0,99800,99800,240.99999999999983,241.00000000000006,100041,100041
2,10,insect,ant,abamectin,bridge,77.38,1,1,3,0,1,99600,99600,441.0000000000007,440.99999999999983,100041,100041
2,10,insect,ant,acetamiprid,bridge,77.38,1,1,4,0,1,99600,99600,441.0000000000007,440.99999999999983,100041,100041
2,10,insect,ant,aconite,poison,1,1,1,9,0,0,99600,99600,441.0000000000007,440.99999999999983,100041,100041
2,10,insect,ant,aflatoxin,poison,1,1,0,,0,0,99600,99600,441.0000000000007,440.99999999999983,100041,100041
2,10,insect,ant,alachlor,bridge,1,1,0,,0,0,99600,99600,441.0000000000007,440.99999999999983,100041,100041
2,10,insect,ant,alcohol,poison,1,1,1,10,0,0,99600,99600,441.0000000000007,440.99999999999983,100041,100041
2,10,insect,ant,aldicarb,bridge,1,1,0,,0,0,99600,99600,441.0000000000007,440.99999999999983,100041,100041
2,10,insect,ant,aldrin,bridge,1,1,1,6,0,0,99600,99600,441.0000000000007,440.99999999999983,100041,100041
2,10,insect,ant,ammonia,poison,1,1,1,11,0,0,99600,99600,441.0000000000007,440.99999999999983,100041,100041
2,10,insect,ant,ant,insect,124.62,201,1,1,1,0,99600,99600,441.0000000000007,440.99999999999983,100041,100041
2,10,insect,ant,aphid,insect,1,1,1,5,0,0,99600,99600,441.0000000000007,440.99999999999983,100041,100041
2,10,insect,ant,aphid-fluvalinate,insect,1,1,0,,0,0,99600,99600,441.0000000000007,440.99999999999983,100041,100041
2,10,insect,ant,armyworm-bendiocarb,insect,1,1,0,,0,0,99600,99600,441.0000000000007,440.99999999999983,100041,100041
2,10,insect,ant,armyworm-ethion,insect,1,1,0,,0,0,99600,99600,441.0000000000007,440.99999999999983,100041,100041
2,10,insect,ant,armyworm-fosmethilan,insect,1,1,0,,0,0,99600,99600,441.0000000000007,440.99999999999983,100041,100041
2,10,insect,ant,arsenic,poison,1,1,1,12,0,0,99600,99600,441.0000000000007,440.99999999999983,100041,100041
2,10,insect,ant,aspirin,poison,1,1,0,,0,0,99600,99600,441.0000000000007,440.99999999999983,100041,100041
2,10,insect,ant,azoxystrobin,poison,1,1,0,,0,0,99600,99600,441.0000000000007,440.99999999999983,100041,100041
2,10,insect,ant,beanpodborer,insect,1,1,0,,0,0,99600,99600,441.0000000000007,440.99999999999983,100041,100041
2,10,insect,ant,beetwebworm,insect,1,1,0,,0,0,99600,99600,441.0000000000007,440.99999999999983,100041,100041
2,10,insect,ant,benazolin,bridge,1,1,0,,0,0,99600,99600,441.0000000000007,440.99999999999983,100041,100041
2,10,insect,ant,bendiocarb,bridge,1,1,0,,0,0,99600,99600,441.0000000000007,440.99999999999983,100041,100041
2,10,insect,ant,botulinum,poison,1,1,0,,0,0,99600,99600,441.0000000000007,440.99999999999983,100041,100041
2,10,insect,ant,diazinon,bridge,1,1,0,,0,0,99600,99600,441.0000000000007,440.99999999999983,100041,100041
2,10,insect,ant,dichloropropene,bridge,1,1,0,,0,0,99600,99600,441.0000000000007,440.99999999999983,100041,100041
2,10,insect,ant,dicofol,bridge,1,1,0,,0,0,99600,99600,441.0000000000007,440.99999999999983,100041,100041
2,10,insect,ant,dinoseb,bridge,1,1,0,,0,0,99600,99600,441.0000000000007,440.99999999999983,100041,100041
2,10,insect,ant,ethiofencarb,bridge,1,1,0,,0,0,99600,99600,441.0000000000007,440.99999999999983,100041,100041
2,10,insect,ant,ethion,bridge,1,1,1,7,0,0,99600,99600,441.0000000000007,440.99999999999983,100041,100041
2,10,insect,ant,fenson,bridge,1,1,1,8,0,0,99600,99600,441.0000000000007,440.99999999999983,100041,100041
2,10,insect,ant,fluvalinate,bridge,1,1,0,,0,0,99600,99600,441.0000000000007,440.99999999999983,100041,100041
2,10,insect,ant,fosmethilan,bridge,1,1,0,,0,0,99600,99600,441.0000000000007,440.99999999999983,100041,100041
2,10,insect,ant,hydramethylnon,bridge,1,1,0,,0,0,99600,99600,441.0000000000007,440.99999999999983,100041,100041
2,10,insect,ant,lindane,bridge,1,1,0,,0,0,99600,99600,441.0000000000007,440.99999999999983,100041,100041
2,10,insect,ant,methidathion,bridge,1,1,0,,0,0,99600,99600,441.0000000000007,440.99999999999983,100041,100041
2,10,insect,ant,noise-001,noise,0.1,0.1,0,,0,0,99600,99600,441.0000000000007,440.99999999999983,100041,100041
2,10,insect,ant,noise-002,noise,0.1,0.1,0,,0,0,99600,99600,441.0000000000007,440.99999999999983,100041,100041
2,10,insect,ant,noise-003,noise,0.1,0.1,0,,0,0,99600,99600,441.0000000000007,440.99999999999983,100041,100041
2,10,insect,ant,noise-004,noise,0.1,0.1,0,,0,0,99600,99600,441.0000000000007,440.99999999999983,100041,100041
2,10,insect,ant,noise-005,noise,0.1,0.1,0,,0,0,99600,99600,441.0000000000007,440.99999999999983,100041,100041
2,10,insect,ant,noise-006,noise,0.1,0.1,0,,0,0,99600,99600,441.0000000000007,440.99999999999983,100041,100041
2,10,insect,ant,noise-007,noise,0.1,0.1,0,,0,0,99600,99600,441.0000000000007,440.99999999999983,100041,100041
2,10,insect,ant,noise-008,noise,0.1,0.1,0,,0,0,99600,99600,441.0000000000007,440.99999999999983,100041,100041
2,10,insect,ant,noise-009,noise,0.1,0.1,0,,0,0,99600,99600,441.0000000000007,440.99999999999983,100041,100041
2,10,insect,ant,noise-010,noise,0.1,0.1,0,,0,0,99600,99600,441.0000000000007,440.99999999999983,100041,100041
2,10,insect,ant,noise-011,noise,0.1,0.1,0,,0,0,99600,99600,441.0000000000007,440.99999999999983,100041,100041
2,10,insect,ant,noise-012,noise,0.1,0.1,0,,0,0,99600,99600,441.0000000000007,440.99999999999983,100041,100041
2,10,insect,ant,noise-013,noise,0.1,0.1,0,,0,0,99600,99600,441.0000000000007,440.99999999999983,100041,100041
2,10,insect,ant,noise-014,noise,0.1,0.1,0,,0,0,99600,99600,441.0000000000007,440.99999999999983,100041,100041
2,10,insect,ant,noise-015,noise,0.1,0.1,0,,0,0,99600,99600,441.0000000000007,440.99999999999983,100041,100041
2,10,insect,ant,noise-016,noise,0.1,0.1,0,,0,0,99600,99600,441.0000000000007,440.99999999999983,100041,100041
2,10,insect,ant,noise-017,noise,0.1,0.1,0,,0,0,99600,99600,441.0000000000007,440.99999999999983,100041,100041
2,10,insect,ant,noise-018,noise,0.1,0.1,0,,0,0,99600,99600,441.0000000000007,440.99999999999983,100041,100041
2,10,insect,ant,noise-019,noise,0.1,0.1,0,,0,0,99600,99600,441.0000000000007,440.99999999999983,100041,100041
2,10,insect,ant,noise-020,noise,0.1,0.1,0,,0,0,99600,99600,441.0000000000007,440.99999999999983,100041,100041
2,10,insect,ant,noise-021,noise,0.1,0.1,0,,0,0,99600,99600,441.0000000000007,440.99999999999983,100041,100041
2,10,insect,ant,noise-022,noise,0.1,0.1,0,,0,0,99600,99600,441.0000000000007,440.99999999999983,100041,100041
2,10,insect,ant,noise-023,noise,0.1,0.1,0,,0,0,99600,99600,441.0000000000007,440.99999999999983,100041,100041
2,10,insect,ant,noise-024,noise,0.1,0.1,0,,0,0,99600,99600,441.0000000000007,440.99999999999983,100041,100041
2,10,insect,ant,noise-025,noise,0.1,0.1,0,,0,0,99600,99600,441.0000000000007,440.99999999999983,100041,100041
2,10,insect,ant,noise-026,noise,0.1,0.1,0,,0,0,99600,99600,441.0000000000007,440.99999999999983,100041,100041
2,10,insect,ant,noise-027,noise,0.1,0.1,0,,0,0,99600,99600,441.0000000000007,440.99999999999983,100041,100041
2,10,insect,ant,noise-028,noise,0.1,0.1,0,,0,0,99600,99600,441.0000000000007,440.99999999999983,100041,100041
2,10,insect,ant,noise-029,noise,0.1,0.1,0,,0,0,99600,99600,441.0000000000007,440.99999999999983,100041,100041
2,10,insect,ant,noise-030,noise,0.1,0.1,0,,0,0,99600,99600,441.0000000000007,440.99999999999983,100041,100041
2,10,insect,ant,spider,insect,124.62,201,1,2,1,0,99600,99600,441.0000000000007,440.99999999999983,100041,100041
2,10,insect,ant,spider-hydramethylnon,insect,1,1,0,,0,0,99600,99600,441.0000000000007,440.99999999999983,100041,100041
2,10,insect,ant,trichlorophenol,bridge,1,1,0,,0,0,99600,99600,441.0000000000007,440.99999999999983,100041,100041
3,15,insect,aphid,abamectin,bridge,77.38,1,1,5,0,1,99400,99400,641.0000000000007,641.0000000000007,100041,100041
3,15,insect,aphid,acetamiprid,bridge,77.38,1,1,6,0,1,99400,99400,641.0000000000007,641.0000000000007,100041,100041
3,15,insect,aphid,aconite,poison,1,1,1,10,0,0,99400,99400,641.0000000000007,641.0000000000007,100041,100041
3,15,insect,aphid,aflatoxin,poison,1,1,0,,0,0,99400,99400,641.0000000000007,641.0000000000007,100041,100041
3,15,insect,aphid,alachlor,bridge,77.38,1,1,4,0,1,99400,99400,641.0000000000007,641.0000000000007,100041,100041
3,15,insect,aphid,alcohol,poison,1,1,1,11,0,0,99400,99400,641.0000000000007,641.0000000000007,100041,100041
3,15,insect,aphid,aldicarb,bridge,1,1,0,,0,0,99400,99400,641.0000000000007,641.0000000000007,100041,100041
3,15,insect,aphid,aldrin,bridge,1,1,1,7,0,0,99400,99400,641.0000000000007,641.0000000000007,100041,100041
3,15,insect,aphid,ammonia,poison,1,1,1,12,0,0,99400,99400,641.0000000000007,641.0000000000007,100041,100041
3,15,insect,aphid,ant,insect,124.62,201,1,1,1,0,99400,99400,641.0000000000007,641.0000000000007,100041,100041
3,15,insect,aphid,aphid,insect,124.62,201,1,2,1,0,99400,99400,641.0000000000007,641.0000000000007,100041,100041
3,15,insect,aphid,aphid-fluvalinate,insect,1,1,0,,0,0,99400,99400,641.0000000000007,641.0000000000007,100041,100041
3,15,insect,aphid,armyworm-bendiocarb,insect,1,1,0,,0,0,99400,99400,641.0000000000007,641.0000000000007,100041,100041
3,15,insect,aphid,armyworm-ethion,insect,1,1,0,,0,0,99400,99400,641.0000000000007,641.0000000000007,100041,100041
3,15,insect,aphid,armyworm-fosmethilan,insect,1,1,0,,0,0,99400,99400,641.0000000000007,641.0000000000007,100041,100041
3,15,insect,aphid,arsenic,poison,1,1,0,,0,0,99400,99400,641.0000000000007,641.0000000000007,100041,100041
3,15,insect,aphid,aspirin,poison,1,1,0,,0,0,99400,99400,641.0000000000007,641.0000000000007,100041,100041
3,15,insect,aphid,azoxystrobin,poison,1,1,0,,0,0,99400,99400,641.0000000000007,641.0000000000007,100041,100041
3,15,insect,aphid,beanpodborer,insect,1,1,0,,0,0,99400,99400,641.0000000000007,641.0000000000007,100041,100041
3,15,insect,aphid,beetwebworm,insect,1,1,0,,0,0,99400,99400,641.0000000000007,641.0000000000007,100041,100041
3,15,insect,aphid,benazolin,bridge,1,1,0,,0,0,99400,99400,641.0000000000007,641.0000000000007,100041,100041
3,15,insect,aphid,bendiocarb,bridge,1,1,0,,0,0,99400,99400,641.0000000000007,641.0000000000007,100041,100041
3,15,insect,aphid,botulinum,poison,1,1,0,,0,0,99400,99400,641.0000000000007,641.0000000000007,100041,100041
3,15,insect,aphid,diazinon,bridge,1,1,0,,0,0,99400,99400,641.0000000000007,641.0000000000007,100041,100041
3,15,insect,aphid,dichloropropene,bridge,1,1,0,,0,0,99400,99400,641.0000000000007,641.0000000000007,100041,100041
3,15,insect,aphid,dicofol,bridge,1,1,0,,0,0,99400,99400,641.0000000000007,641.0000000000007,100041,100041
3,15,insect,aphid,dinoseb,bridge,1,1,0,,0,0,99400,99400,641.0000000000007,641.0000000000007,100041,100041
3,15,insect,aphid,ethiofencarb,bridge,1,1,0,,0,0,99400,99400,641.0000000000007,641.0000000000007,100041,100041
3,15,insect,aphid,ethion,bridge,1,1,1,8,0,0,99400,99400,641.0000000000007,641.0000000000007,100041,100041
